Source,Target,Weight
RM Castilla,Getafe,9
RM Castilla,Real Madrid,44
RNK Split,NK Imotski,12
RSC Anderlecht,KAA Gent,11
RSC Anderlecht,KV Kortrijk,12
RSC Anderlecht,KV Oostende,11
RSC Anderlecht,KVC Westerlo,9
RSC Anderlecht,R Charleroi SC,19
RSC Anderlecht,Zulte Waregem,10
RSCA Futures,RSC Anderlecht,9
RSL Academy,Real Monarchs,15
RSL Academy,Salt Lake,12
RW Essen,SC Paderborn,9
RW Essen,SF Lotte,11
RWDM,Botafogo,9
RWDM,Francs Borains,10
RWDM Brussels,White Star,10
Rabotnicki Yth.,Rabotnicki,13
Racing,Córdoba CF,9
Racing,Dep. La Coruña,12
Racing,Real Madrid,9
Racing Club,Boca Juniors,10
Racing Club,Defensa,9
Racing Club,Huracán,10
Racing Club,River Plate,9
Rad,Red Star,16
Raith Rovers,Dundee FC,9
Raith Rovers,Dunfermline A.,11
Raith Rovers,Heart of Midl.,15
Raith Rovers,Hibernian FC,14
Raków,Skra Czesto.,15
Randers FC,Viborg FF,11
Rangers,Blackpool,10
Rangers,Livingston FC,12
Rangers,Partick Thistle,11
Rangers,St. Mirren,9
Rangers B,Partick Thistle,12
Rangers B,Rangers,17
Ranheim,Rosenborg,17
Rapid Vienna,SV Ried,9
Rapids Academy,Colorado 2,9
Rayados A,Monterrey,9
Rayo B,Rayo Vallecano,34
Rayo Cantabria,Racing,49
Rayo Vallecano,Atlético Madrid,11
Rayo Vallecano,Granada CF,10
Reading,Bournemouth,9
Reading,Brentford,17
Reading,Chelsea,17
Reading,Cheltenham,9
Reading,Exeter City,9
Reading,Ipswich,9
Reading,Millwall,9
Reading,Portsmouth,11
Real Betis,Alavés,9
Real Betis,CA Osasuna,9
Real Betis,Getafe,10
Real Betis,Villarreal,10
Real Madrid,Getafe,16
Real Madrid,Racing,10
Real Madrid,Real Valladolid,15
Real Madrid,Real Zaragoza,12
Real Madrid,Sevilla FC,9
Real Madrid B,Real Madrid,25
Real Madrid C,RM Castilla,68
Real Madrid C,Real Madrid B,51
Real Monarchs,Salt Lake,53
Real SC,Sporting CP,11
Real Sociedad,Alavés,11
Real Sociedad,CD Mirandés,10
Real Sociedad,SD Eibar,19
Real Sociedad B,Bilbao Athletic,10
Real Sociedad B,Real Sociedad,77
Real Sociedad B,SD Eibar,17
Real Sociedad C,Arenas Club,9
Real Sociedad C,Real Sociedad B,72
Real Valladolid,Cádiz CF,10
Real Valladolid,Getafe,9
Real Valladolid,Real Madrid,10
Real Valladolid,Valencia,12
Real Zaragoza,Atlético Madrid,12
Real Zaragoza,Elche CF,11
Real Zaragoza B,Real Zaragoza,25
Rebordosa,Paços Ferreira,9
Recanatese G.,Recanatese,32
Recr. Huelva B,Recr. Huelva,15
Recre Granada,Granada CF,15
Red Bull,Bragantino,15
Red Bull,Bragantino B,10
Red Star,OFK Beograd,9
Reggiana,Fiorentina,9
Reggiana,Genoa,11
Reggiana,Hellas Verona,11
Reggiana,Pro Patria,10
Reggina,Atalanta BC,11
Reggina,Catanzaro,9
Reggina,Cittadella,10
Reggina,Fiorentina,9
Reggina,Genoa,18
Reggina,Napoli,11
Reggina,Piacenza,9
Reggina,Sampdoria,9
Reggina,Vicenza,12
Reggina Primaver,Reggina,28
Reggina Youth,Reggina Primaver,13
Renate,Parma,14
Renate Gio,Renate,9
Rennes B,Stade Rennais,98
Reno FC,SJ Earthquakes,27
Rich. Academy,Richmond,27
Richmond,Rich. Academy,23
Riga,Auda,14
Right to Dream,Nordsjaelland,14
Rimavska Sobota,FTC Filakovo,13
Rio Ave,Benfica,10
Rio Ave,Desportivo Aves,9
Rio Ave,FC Porto,11
Rio Ave,SC Braga,10
Rio Ave,Sporting CP,13
Rio Ave Y,Rio Ave Sub-15,33
Rising Acad.,Phoenix Rising,15
River Plate,Argentinos Jrs.,9
River Plate,Arsenal Sarandí,11
River Plate,Banfield,11
River Plate,Colon,12
River Plate,Estudiantes LP,10
River Plate,Huracán,13
River Plate,Independiente,11
River Plate,Nacional,11
River Plate,Racing Club,9
River Plate,San Lorenzo,9
River Plate,Tigre,12
Rochdale,Blackburn,11
Rochdale,Blackpool,12
Roda JC,Fortuna Sittard,9
Roda JC,MVV Maastricht,12
Roda JC,PSV Eindhoven,11
Rodez AF B,Rodez AF,16
Rosario Central,Atl. Tucumán,9
Rosario Central,Boca Juniors,11
Rosario Central,Defensa,10
Rosario Central,Gimnasia,9
Rosario Central,Independiente,12
Rosario Central,Lanús,10
Rosario Central,Racing Club,10
Rosario Central,River Plate,15
Rosenborg,Bodø/Glimt,15
Rosenborg,Ranheim,18
Ross County,Brora Rangers,12
Ross County,Elgin City,19
Ross County,Falkirk,9
Ross County,Inverness CT,15
Ross County,Partick Thistle,13
Rostov,Baltika,10
Rostov,KS Samara,10
Rostov,Khimki,10
Rostov,Krasnodar,9
Rostov,Rubin Kazan,20
Rostov,Spartak Moscow,10
Rostov,Zenit S-Pb,13
Rotherham,Bury,10
Rotherham,Cardiff,10
Rotherham,Middlesbrough,10
Roughnecks FC,Chicago,10
Royal Antwerp,KV Mechelen,9
Royal Antwerp,OH Leuven,10
Rubin Kazan,KS Samara,13
Rubin Kazan,Neftekhimik,12
Rubin Kazan,Rostov,18
Rubin Kazan,Terek Grozny,9
Rubin Kazan,Tom Tomsk,10
Rubin Kazan,Zenit S-Pb,16
Ruch Chorzow,GKS Katowice,13
Ruch Chorzow,GKS Tychy,10
Ruch Chorzow,Wisla Kraków,9
Rukh Lviv,Karpaty Lviv,9
S. Kickers Yth.,Stuttgart Yth.,17
SAC Academy,Sacramento FC,26
SAFC Acad.,San Antonio FC,22
SAS Epinal,ES Thaon,10
SC Bastia B,SC Bastia,53
SC Braga,Atlético Madrid,9
SC Braga,Benfica,17
SC Braga,Chaves,9
SC Braga,Coimbra,10
SC Braga,FC Porto,22
SC Braga,Gil Vicente,13
SC Braga,Moreirense ,16
SC Braga,Paços Ferreira,10
SC Braga,Rio Ave,10
SC Braga,Sporting CP,14
SC Braga,Vitória Setúbal,9
SC Braga,Vizela,11
SC Cham,SC Kriens,11
SC Covilhã,BC Branco,10
SC Covilhã,Coimbra,11
SC Covilhã,Paços Ferreira,10
SC Covilhã,Portimonense,12
SC Dnipro-1,Dynamo Kyiv,9
SC Dnipro-1,Metalist,9
SC Espinho Yth.,SC Espinho S15,10
SC Farense Y15,SC Farense Y17,23
SC Freiburg,Karlsruher SC,9
SC Kriens,BSC Young Boys,9
SC Kriens,FC Luzern,21
SC Kriens,FC Schötz,11
SC Kriens,FC Wohlen,9
SC Kriens,SC Cham,11
SC Langenhagen,TSV Havelse,10
SC Paderborn,SC Verl,10
SC YF Juventus,FC Baden 1897,10
SC YF Juventus,FC Wohlen,9
SCR Altach,A. Lustenau,12
SD Amorebieta,Bilbao Athletic,14
SD Eibar,Athletic,13
SD Eibar,Barakaldo CF ,12
SD Eibar,Real Sociedad,16
SD Eibar,Real Sociedad B,14
SD Eibar,SD Amorebieta,10
SD Eibar B,Barakaldo CF ,12
SD Eibar B,SD Eibar,22
SD Eibar C,SD Eibar B,12
SD Huesca,CA Osasuna,14
SD Luneng,HB CFFC,9
SD Luneng,SD Taishan Res.,10
SD Luneng SC,SD Taishan,9
SD Taishan,QD Hainiu,10
SD Taishan Res.,SD Luneng,27
SE Gama,Brasiliense-DF,12
SFC Opava,Frydek-Mistek,9
SFC Opava,Sigma Olomouc,10
SH Port Res.,SH SIPG,28
SH SIPG,SH Port Res.,18
SH Shenhua,SH Shenhua Res.,32
SH Shenhua Res.,CF Cracks,11
SH Shenhua Res.,SH Shenhua,27
SH Shenxin,SH Shenxin Res.,15
SH Shenxin Res.,SH Shenxin,27
SJ Earthquakes,Houston,11
SJ Earthquakes,Reno FC,26
SJ Earthquakes,The Town FC,14
SJE Academy,The Town FC,10
SK Brann Yth.,Brann,12
SK Odessa,Chornomorets,12
SL16 FC,Standard Liège,15
SM Academy,San Marino,10
SM Caen,LB Châteauroux,9
SM Caen,Pau FC,9
SM Caen B,SM Caen,72
SO Cholet B,SO Cholet,10
SPAL,Atalanta BC,15
SPAL,Chievo Verona,9
SPAL,Torino,12
SR Colmar,FC Mulhouse,10
SR Delémont,FC Bassecourt,15
SR Delémont,FC Courtételle,12
SR Delémont,FC Moutier,9
SR Delémont,Neuchâtel Xamax,9
STK Samorin,Dunajska Streda,17
STLSC Academy,St. Louis 2,26
SV Ried,Austria Vienna,12
SW Bregenz,Career break,10
SW Bregenz,Lauterach,10
SW Bregenz Jgd,SW Bregenz,11
SZ FC,SZ FC Res.,40
SZ FC Res.,SZ FC,22
SZTK,Diósdi TC,9
Sacavenense F.,Sacavenense S15,17
Sacavenense S15,Sacavenense S17,20
Sacramento FC,SAC Academy,19
Sagan Tosu,FC Tokyo,9
Sagan Tosu,Kashiwa Reysol,10
Sagan Tosu,Nagoya Grampus,10
Sagan Tosu,Yokohama F. M.,10
Sagan Tosu,Yokohama FC,11
Saint-Étienne,SC Bastia,9
Saint-Étienne B,Saint-Étienne,62
Sakaryaspor,Karsiyaka,13
Sakaryaspor,Pendikspor ,9
Sakaryaspor Yth,Sakaryaspor,15
Salernitana,Avellino,9
Salernitana,Bari,10
Salernitana,Catania,17
Salernitana,Cosenza,11
Salernitana,Fiorentina,9
Salernitana,Foggia,17
Salernitana,Genoa,12
Salernitana,Hellas Verona,14
Salernitana,Lazio,45
Salernitana,Perugia,10
Salernitana,Pescara,14
Salernitana,Reggina,12
Salernitana,Ternana,13
Salford,Stockport,10
Salgueiro,Náutico,9
Salgueiros Y,Salgueiros Y15,9
Salgueiros Y15,Salgueiros Y17,12
Salt Lake,Real Monarchs,46
Salzburg Youth,SV Salzburg A.,12
Salò Giovanili,Feralpisalò,13
Samambaia,Brasiliense-DF,30
Sampaio-MA,Botafogo-PB,9
Sampdoria,AS Livorno,12
Sampdoria,AS Roma,16
Sampdoria,Benevento,10
Sampdoria,Bologna,9
Sampdoria,Brescia,15
Sampdoria,Cagliari,10
Sampdoria,Catania,12
Sampdoria,Cesena,10
Sampdoria,Chievo Verona,11
Sampdoria,FC Empoli,23
Sampdoria,Hellas Verona,19
Sampdoria,Inter,21
Sampdoria,Juventus,15
Sampdoria,Modena,15
Sampdoria,Napoli,15
Sampdoria,Parma,17
Sampdoria,Pescara,15
Sampdoria,Salernitana,11
Sampdoria,Sassuolo,10
Sampdoria,Ternana,14
Sampdoria,Torino,15
Samsunspor,Amasyaspor,10
Samsunspor,Ankaragücü,9
Samsunspor,Boluspor,13
Samsunspor,Eskisehirspor,9
Samsunspor,Genclerbirligi,10
San Antonio FC,SAFC Acad.,20
San Donato,Poggibonsi,10
San Ignacio,Alavés B,20
San Lorenzo,Almagro,9
San Lorenzo,Arsenal Sarandí,9
San Lorenzo,Atl. Tucumán,10
San Lorenzo,Boca Juniors,12
San Lorenzo,Defensa,13
San Lorenzo,Nueva Chicago,10
San Lorenzo,Olimpo,13
San Lorenzo,Quilmes,9
San Lorenzo,River Plate,11
San Luis,América,11
San Luis,Atlante,9
San Luis,Atlas,9
San Luis,Chiapas FC,10
San Luis,Monterrey,13
San Luis,Necaxa,20
San Luis,Querétaro FC,9
San Luis,Tiburones Rojos,12
San Marino,Cesena,12
San Martín (SJ),Defensa,11
Sanf. Hiroshima,Ehime FC,10
Sanf. Hiroshima,Fagiano Okayama,9
Sanf. Hiroshima,Oita Trinita,9
Sanf. Hiroshima,Shimizu S-Pulse,12
Sangju Sangmu,Suwon Bluewings,15
Sanjoanense,Lus. Lourosa,10
Sanjoanense S15,Sanjoanense S17,11
Sanliurfa Bld,Sanliurfaspor ,9
Sanliurfa Yth,Sanliurfaspor ,26
Sanliurfaspor ,Adana Demirspor,12
Sanliurfaspor ,Elazigspor ,10
Sanliurfaspor ,Sanliurfa Bld,12
Sanliurfaspor ,Sanliurfa Yth,11
Sanluqueño B,At. Sanluqueño,9
Santa Clara,Alverca,9
Santa Clara,Chaves,10
Santa Clara,FC Porto,9
Santa Clara,Leixões,11
Santa Clara,Operário,11
Santa Cruz-PE,Cruzeiro,12
Santa Cruz-PE,Náutico,12
Santa Cruz-PE,Palmeiras,9
Santarcangelo,Cesena,14
Santo André,Ferroviária,14
Santo André,Ituano,10
Santo André,São Caetano,12
Santo André B,Santo André,11
Santos,Atlético-MG,14
Santos,Avaí FC,12
Santos,Botafogo,10
Santos,Chapecoense,9
Santos,Coritiba FC,13
Santos,Cruzeiro,17
Santos,EC Vitória,9
Santos,FC Porto,9
Santos,Flamengo,15
Santos,Fluminense,15
Santos,Grêmio,19
Santos,Guarani,15
Santos,Internacional,14
Santos,Oeste,10
Santos,Palmeiras,10
Santos,Ponte Preta,12
Santos,Sport Recife,15
Santos,São Paulo,10
Santos B,Santos,38
Santos Laguna,América,20
Santos Laguna,Atlas,28
Santos Laguna,Chivas,12
Santos Laguna,Club Tijuana,11
Santos Laguna,Monarcas Morelia,10
Santos Laguna,Puebla FC,12
Santos Laguna,Santos Laguna A,9
Santos Laguna,Tampico Madero,10
Saprissa Juv.,Saprissa,11
Sariyer Yth,Sariyer,13
Sarmiento Junin,CA Temperley,9
Sassuolo,AS Roma,13
Sassuolo,Benevento,11
Sassuolo,Cesena,14
Sassuolo,Cremonese,9
Sassuolo,Fiorentina,9
Sassuolo,Frosinone,17
Sassuolo,Genoa,14
Sassuolo,Inter,11
Sassuolo,Juventus,12
Sassuolo,Monza,11
Sassuolo,Reggiana,9
Sassuolo,SPAL,9
Sassuolo,Sampdoria,10
Sassuolo,Spezia Calcio,10
Saturn Ramenskoe,Career break,9
Savoia,Giugliano,20
Schiltigheim,FR Haguenau,11
Schweinfurt 05,FV 04 Würzburg,9
Schweinfurt 05,SpVgg Bayreuth,9
Seattle,Sounders FC 2,31
Seattle,Tacoma Defiance,25
Seattle Academy,Sounders FC 2,36
Seattle Academy,Tacoma Defiance,34
Semice,Bohemians Praha,10
Seongnam FC,FC Anyang,10
Seongnam FC,Suwon Bluewings,9
Servette FC,BSC Young Boys,10
Servette FC,Etoile Carouge,34
Servette FC,FC Basel,12
Servette FC,FC Sion,13
Servette FC,FC St. Gallen,10
Servette FC,Meyrin FC,9
Servette FC,Stade Nyonnais,23
Servette FC,Yverdon Sport,11
Servette M-17,Servette FC,9
Sestao River ,Arenas Club,9
Sestao River ,Barakaldo CF ,9
Sestao River ,Bilbao Athletic,14
Sesto Giovanili,Inter Youth,9
Sevilla Atl.,Sevilla FC,45
Sevilla B,Sevilla FC,15
Sevilla FC,Barcelona,12
Sevilla FC,CD Tenerife,11
Sevilla FC,Getafe,11
Sevilla FC C,Sevilla Atl.,55
Sevilla FC C,Sevilla B,9
Shakhtar D.,Chornomorets,17
Shakhtar D.,Dnipro,11
Shakhtar D.,FC Mariupol,21
Shakhtar D.,FC Oleksandriya,10
Shakhtar D.,Illichivets,25
Shakhtar D.,Karpaty Lviv,12
Shakhtar D.,Kolos Kovalivka,9
Shakhtar D.,Metalurg D.,10
Shakhtar D.,Vorskla Poltava,11
Shakhtar D.,Zorya Lugansk,18
Sheff Wed,Derby,10
Sheff Wed,MK Dons,9
Sheff Wed,Preston,11
Sheff Wed,Rotherham,10
Sheff Wed,Southampton,9
Sheff Wed,Sunderland,9
Shimizu S-Pulse,Machida Zelvia,10
Shimizu S-Pulse,Monte. Yamagata,10
Shimizu S-Pulse,Sanf. Hiroshima,10
Shinnik Yaroslav,Torpedo Moskau,12
Shonan Bellmare,Kashiwa Reysol,10
Shonan Bellmare,Oita Trinita,9
Shonan Bellmare,Tokushima Vort.,11
Shrewsbury,Bristol Rovers,10
Shrewsbury,Grimsby Town,9
Shrewsbury,Morecambe FC,9
Shrewsbury,Peterborough,9
Sigma Olomouc,1.SC Znojmo,13
Sigma Olomouc,Olomouc B,9
Sigma Olomouc,SFC Opava,10
Sigma Olomouc,Sparta Prague,10
Sigma Olomouc,Viktoria Plzen,10
Silkeborg IF,FC Fredericia,10
Sint-Truiden,KAA Gent,12
Sint-Truiden,Royal Antwerp,9
Sint-Truiden,Standard Liège,20
Sint-Truiden,Újpest FC,13
Siracusa,Biancavilla,9
Sirius,Gefle,9
Sirius,Sandvikens IF,10
Siroki Brijeg,NK Lokomotiva,10
Sivasspor,Adana Demirspor,9
Skeid Yth.,Skeid,12
Skive IK,FC Midtjylland,11
Skoruk,SC Poltava,10
Skra Czesto.,Raków,10
Sl. Liberec B,Slovan Liberec,16
Sl. Liberec B,Varnsdorf,11
Slaven Belupo,Koprivnica,20
Slavia Prague,Banik Ostrava,20
Slavia Prague,Baumit Jablonec,9
Slavia Prague,Bohemians 1905,15
Slavia Prague,C. Budejovice,13
Slavia Prague,Jablonec,9
Slavia Prague,Mlada Boleslav,23
Slavia Prague,Pardubice,9
Slavia Prague,Pribram,10
Slavia Prague,Slavia Prague B,9
Slavia Prague,Slovan Liberec,38
Slavia Prague,Teplice,14
Slavia Prague,Viktoria Zizkov,13
Slavia Prague B,Hlucin,10
Slavia Prague B,Slavia Prague,35
Slavia Prague B,Viktoria Zizkov,16
Slavia Prague B,Vysehrad,15
Slo. Bratislava,Dunajska Streda,9
Slovacko,Banik Ostrava,9
Slovacko,Sparta Prague,13
Slovacko B,Slovacko,14
Slovan Liberec,Slavia Prague,38
Slovan Liberec,Sparta Prague,31
Slovan Liberec,Varnsdorf,11
Slovan Liberec,Viktoria Plzen,9
Sogndal,Molde FK,10
Soproni VSE,Haladás,16
Soproni VSE,Haladás MÁV,9
Soroksár,Ferencváros,32
Sorrento,Juve Stabia ,10
Sorrento,Vico Equense,10
Sounders FC 2,Seattle,26
Sounders FC 2,Seattle Academy,23
Southampton,Bournemouth,18
Southampton,Doncaster,9
Southampton,Forest,10
Southampton,Fulham,11
Southampton,Liverpool,12
Southampton,Sheff Wed,12
Southampton,Tottenham,12
Southport,Tranmere,9
SpVgg Bayreuth,Neudrossenfeld,9
Sparta Prague,Bohemians 1905,14
Sparta Prague,FK Senica,9
Sparta Prague,Jablonec,10
Sparta Prague,Jablonec 97,11
Sparta Prague,Mlada Boleslav,24
Sparta Prague,Pribram,10
Sparta Prague,Slovacko,12
Sparta Prague,Slovan Liberec,23
Sparta Prague,Teplice,17
Sparta Prague,Viktoria Plzen,11
Sparta Prague B,Bohemians 1905,16
Sparta Prague B,C. Budejovice,14
Sparta Prague B,Sparta Prague,34
Sparta Prague B,Viktoria Zizkov,12
Sparta Prague B,Vlasim,21
Sparta R.,AZ Alkmaar,12
Sparta R.,Heerenveen,9
Sparta R.,PSV Eindhoven,9
Sparta R.,RKC Waalwijk,10
Sparta R.,Twente FC,9
Spartaan Yth.,Sparta Youth,9
Spartak 2,Spartak Moscow,22
Spartak Moscow,KS Samara,29
Spartak Moscow,Khimki,12
Spartak Moscow,Rostov,14
Spartak Moscow,Tom Tomsk,9
Spezia,Inter,15
Spezia Calcio,Atalanta BC,14
Spezia Calcio,Carpi,9
Spezia Calcio,HNK Rijeka,14
Spezia Calcio,Parma,10
Spezia Calcio,Sassuolo,11
Sport Recife,ABC FC,9
Sport Recife,América-MG,10
Sport Recife,Atlético-MG,21
Sport Recife,Botafogo-SP,9
Sport Recife,Ceará SC,11
Sport Recife,Corinthians,13
Sport Recife,Cruzeiro,13
Sport Recife,EC Vitória,9
Sport Recife,Goiás,9
Sport Recife,Grêmio,10
Sport Recife,Guarani,9
Sport Recife,Internacional,26
Sport Recife,Palmeiras,10
Sport Recife,São Paulo,17
Sport. Hasselt,Patro Eisden,9
Sporting B,Sporting CP,50
Sporting B,Sporting Gijón,57
Sporting CP,Belenenses,10
Sporting CP,CF Estrela ,10
Sporting CP,Estoril,9
Sporting CP,Lourinhanense,9
Sporting CP,Rio Ave,10
Sporting CP,SC Braga,11
Sporting CP,Sporting B,16
Sporting CP,Vit. Guimarães,20
Sporting Yth.,Belenenses Yth,9
Sporting Yth.,Sporting Sub-15,236
St-Co Locminé,GSI Pontivy,9
St. Johnstone,Dunfermline A.,10
St. Johnstone,Forfar Athletic,10
St. Johnstone,Heart of Midl.,9
St. Johnstone,Montrose,9
St. Johnstone,Morton,9
St. Johnstone,Queen o. t. S.,11
St. Johnstone,Ross County,10
St. Louis 2,STLSC Academy,23
St. Louis 2,St. Louis CITY,16
St. Louis FC,Chicago,9
St. Mirren,Aberdeen FC,10
St. Mirren,Dundee FC,10
St. Mirren,Kilmarnock FC,11
St. Mirren,Ross County,9
St. Pölten Jun.,SKN St. Pölten,17
Stabæk Yth.,Stabæk,20
Stade Bordelais,FC Libourne,10
Stade Laval B,Stade Lavallois,38
Stade Lavallois,FC Lorient,10
Stade Nyonnais,Etoile Carouge,15
Stade Nyonnais,Lausanne-Sport,11
Stade Nyonnais,Servette FC,17
Stade Nyonnais,StadeLO,14
Stade Nyonnais,Yverdon Sport,12
Stade Reims,Stade Brestois,10
Stade Reims B,Stade Reims,51
Stade Rennais,Dijon,10
Stade Rennais,FC Lorient,10
Stade Rennais,Le Havre AC,9
Stade Rennais,Olympique Lyon,10
StadeLO,Lausanne-Sport,10
StadeLO,Stade Nyonnais,10
Stal Alchevsk,Metalurg D.,11
Standard Liège,Charlton,10
Standard Liège,KV Mechelen,10
Standard Liège,MVV Maastricht,10
Standard Liège,Sint-Truiden,25
Start,Fløy,14
Start,Jerv,9
Start,Stabæk,10
Start,Vindbjart FK,9
Stevenage,Barnet,10
Stevenage,QPR,10
Stockport,Altrincham,13
Stockport,Blackburn,9
Stockport,Oldham Athletic,12
Stockport,Rochdale,12
Stoke City,Barnsley,10
Stoke City,Brighton,9
Stoke City,Bristol Rovers,9
Stoke City,Burnley,12
Stoke City,Derby,9
Stoke City,Leeds,11
Stoke City,Preston,9
Stoke City,Wolves,11
Strømsgodset,Mjøndalen,14
Sturm Graz,SCR Altach,9
Sturm Graz,TSV Hartberg,11
Subiza,Osasuna B,13
Sunderland,Burnley,9
Sunderland,Hartlepool,9
Sunderland,Hull City,13
Sunderland,Ipswich,9
Sunderland,Sheff Wed,11
Sunderland,Stoke City,12
Sunderland,Wolves,13
Suwon Bluewings,Gangwon FC,9
Suwon Bluewings,Gwangju Sangmu,11
Suwon Bluewings,Sangju Sangmu,18
Suwon Bluewings,Seongnam FC,10
Swansea,Brighton,11
Swansea,Burnley,9
Swansea,Newport County,14
Swansea,Yeovil Town,11
Swindon Town,Charlton,11
Swindon Town,Chippenham,11
Swindon Town,Portsmouth,11
Swindon Town,QPR,10
Swindon Town,Tottenham,11
Switchbacks FC,Colorado,24
Swope Park,Kansas Academy,13
Swope Park,Kansas City,28
Sydney FC,Central Coast,9
Sylvia,Norrköping,41
Szentlőrinc SE,Pécsi MFC,13
Szolnok,Paksi FC,10
São Bento (SP),Desp. Brasil,9
São Bento (SP),Sampaio-MA,12
São Bento (SP),XV Piracicaba,9
São Bernardo,Boa Esporte,10
São Caetano,Corinthians,17
São Caetano,Coritiba FC,11
São Caetano,Ferroviária,14
São Caetano,Mirassol-SP,9
São Caetano,Oeste,10
São Caetano,Palmeiras,10
São Caetano,Santo André,20
São Caetano,São Bernardo,9
São Paulo,Atlético-MG,15
São Paulo,Botafogo,16
São Paulo,Coritiba FC,9
São Paulo,Cruzeiro,17
São Paulo,EC Bahia,9
São Paulo,EC Vitória,15
São Paulo,Flamengo,9
São Paulo,Fluminense,21
São Paulo,Goiás,9
São Paulo,Grêmio,20
São Paulo,Guarani,9
São Paulo,Internacional,9
São Paulo,Portimonense,9
São Paulo,Santos,13
São Paulo,Sport Recife,22
São Paulo,Toledo,9
Sönderjylland,SönderjyskE,9
SönderjyskE,FC Midtjylland,10
Südtirol,Atalanta BC,9
TFC Academy,Toronto,10
TSG Hoffenheim,Bayern Munich,9
TSG Hoffenheim,Hannover 96,11
TSG Hoffenheim,VfL Bochum,11
TSV 1860 Yth.,B. München Yth.,18
TSV Hartberg,SV Lafnitz,13
Tacoma Defiance,Seattle,46
Tacoma Defiance,Seattle Academy,26
Taksony SE,Dunaharaszti,9
Tampico Madero,Alacranes,9
Tampico Madero,Santos Laguna,10
Tapatío,Chivas,19
Taranto,Andria,9
Taranto,Benevento,10
Taranto,Cavese,9
Taranto,Paganese,9
Tatabánya,LFC Haladás,9
Tatabánya FCE,Tatabánya,16
Tatran Presov,Bardejov,18
Tatran Presov,Podbrezova,9
Tatran Presov B,Tatran Presov,13
Tecos,Pachuca,9
Teleoptik,Partizan,35
Teplice,Banik Sokolov,9
Teplice,Mlada Boleslav,11
Teplice,Slavia Prague,11
Teplice,Sparta Prague,15
Teplice,Varnsdorf,11
Teplice,Viktoria Plzen,9
Teplice B,Teplice,19
Teramo,Pescara,17
Ternana,Catania,12
Ternana,Fiorentina,13
Ternana,Inter,9
Ternana,Pescara,15
Ternana,Salernitana,16
Ternana,Sampdoria,12
Ternana,Torino,13
The Town FC,SJ Earthquakes,17
The Town FC,SJE Academy,9
Thurrock,Dag & Red FC,9
Tianjin JMT Res,TJ Teda,14
Tiburones Rojos,América,10
Tiburones Rojos,Jaguares,11
Tiburones Rojos,Necaxa,13
Tiburones Rojos,Puebla FC,9
Tiburones Rojos,Querétaro FC,9
Tiburones Rojos,San Luis,18
Tigre,Boca Juniors,13
Tigre,River Plate,9
Tigres Jgd.,Tigres SD,9
Timbers Academy,Portland 2,39
Tiverton,Exeter City,16
Tokatspor ,Fethiyespor,10
Tokyo Verdy,Yokohama F. M.,11
Toledo,São Paulo,9
Toluca,Atlas,12
Toluca,CD Cruz Azul,12
Toluca,Chivas,10
Toluca,Club Tijuana,12
Toluca,Mexiquense,15
Toluca,Pachuca,11
Toluca,Querétaro FC,13
Toluca,San Luis,9
Tom Tomsk,Anzhi,11
Tom Tomsk,Rubin Kazan,9
Tombense,América-MG,23
Tombense,América-RN,11
Tombense,Atlético-GO,12
Tombense,Atlético-MG,9
Tombense,Avaí FC,36
Tombense,Boavista,9
Tombense,Botafogo,10
Tombense,CRB,15
Tombense,Criciúma EC,14
Tombense,Cruzeiro,11
Tombense,Figueirense FC,41
Tombense,Fluminense,13
Tombense,Fortaleza,14
Tombense,Guarani,17
Tombense,Joinville-SC,12
Tombense,Madureira,9
Tombense,Náutico,13
Tombense,Palmeiras,11
Tombense,Paraná,14
Tombense,Paysandu,10
Tombense,Ponte Preta,15
Tombense,Primavera,13
Tombense,Vila Nova FC,14
Tombense,Volta Redonda,12
Tondela Y15,Tondela Sub-17,9
Torino,AC Milan,11
Torino,AC Siena,14
Torino,AS Roma,11
Torino,Bologna,9
Torino,Chievo Verona,17
Torino,FC Empoli,14
Torino,Genoa,12
Torino,Hellas Verona,9
Torino,Inter,11
Torino,Juventus,9
Torino,Napoli,16
Torino,Parma,11
Torino,Pro Vercelli,9
Torino,SPAL,13
Torino,Sampdoria,14
Torino,Ternana,11
Torino,Vicenza,9
Torpedo Moskau,Tom Tomsk,11
Torquay,Forest Green,11
Torquay,Plymouth,11
Tottenham,Aston Villa,9
Tottenham,Fulham,10
Tottenham,Hull City,10
Tottenham,Leeds,9
Tottenham,Leyton Orient,13
Tottenham,Millwall,11
Tottenham,Norwich,9
Tottenham,Portsmouth,15
Tottenham,QPR,19
Tottenham,Southampton,9
Tottenham,Sunderland,13
Tottenham,Swindon Town,13
Tottenham,Watford,9
Tottenham,West Ham,10
Toulouse,Lens,14
Toulouse B,Toulouse,78
Tours B,Tours FC,18
Trabzonspor,1461 Trabzon,38
Trabzonspor,1461 Trabzon ,11
Trabzonspor,A.Sebatspor,29
Trabzonspor,Akhisar Belediye,9
Trabzonspor,Antalyaspor,9
Trabzonspor,Besiktas,9
Trabzonspor,C. Rizespor,12
Trabzonspor,Galatasaray,9
Trabzonspor,Istanbulspor,11
Trabzonspor,Kayserispor,12
Traiskirchen,Admira Wacker,9
Tranmere,Macclesfield,10
Tranmere,Morecambe FC,10
Tranmere,Southport,12
Tranmere,Stockport,13
